0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
a,n,t,͡,s,i,ː,ə,n,,,,,,,,,,,,,,,,,,
t,͡,s,i,ː,x,e,ə,h,a,i,t,s,d,i,ː,n,s,t,,,,,,,,
p,y,ŋ,k,t,l,i,x,,,,,,,,,,,,,,,,,,,
u,ː,n,a,i,ŋ,e,ʃ,r,e,ŋ,k,t,ə,,,,,,,,,,,,,
o,b,e,ə,t,a,i,l,,,,,,,,,,,,,,,,,,,
f,e,s,t,k,ø,ə,p,ə,,,,,,,,,,,,,,,,,,
l,o,ː,k,e,ː,r,u,ŋ,k,,,,,,,,,,,,,,,,,
l,o,y,x,t,ə,n,,,,,,,,,,,,,,,,,,,,
p,r,e,x,t,i,k,,,,,,,,,,,,,,,,,,,,
a,i,f,r,i,k,,,,,,,,,,,,,,,,,,,,,
b,e,f,r,i,ː,d,i,ː,ɡ,ə,n,t,,,,,,,,,,,,,,
f,e,ə,t,r,a,u,t,ə,,,,,,,,,,,,,,,,,,
y,ː,b,e,ə,r,a,ː,ʃ,ə,n,,,,,,,,,,,,,,,,
b,a,ə,m,h,e,ə,t,͡,s,i,k,k,a,i,t,,,,,,,,,,,
a,i,n,r,a,i,e,x,ə,n,,,,,,,,,,,,,,,,,
l,a,i,e,d,ə,n,ʃ,a,f,t,l,i,x,,,,,,,,,,,,,
e,d,e,l,s,t,a,i,n,ə,,,,,,,,,,,,,,,,,
e,ə,s,t,a,u,h,n,ə,n,,,,,,,,,,,,,,,,,
t,͡,s,e,k,t,,,,,,,,,,,,,,,,,,,,,
k,l,a,t,ə,,,,,,,,,,,,,,,,,,,,,,
m,a,i,s,t,e,ə,n,,,,,,,,,,,,,,,,,,,
b,e,ː,ʃ,a,i,e,d,ə,n,h,a,i,t,,,,,,,,,,,,,
t,͡,s,a,n,f,t,ə,,,,,,,,,,,,,,,,,,,
a,v,a,ə,t,,,,,,,,,,,,,,,,,,,,,,
v,o,ː,l,t,e,t,ə,,,,,,,,,,,,,,,,,,,
l,e,ː,ɡ,ə,n,d,e,ə,,,,,,,,,,,,,,,,,,
k,r,o,s,a,ə,t,i,k,,,,,,,,,,,,,,,,,,
y,p,i,k,,,,,,,,,,,,,,,,,,,,,,,
ʃ,e,ə,f,ə,,,,,,,,,,,,,,,,,,,,,,
t,͡,s,i,ː,ɡ,ə,n,,,,,,,,,,,,,,,,,,,
ɡ,e,ʃ,l,i,f,ə,n,,,,,,,,,,,,,,,,,,,
t,͡,s,u,p,o,ə,t,,,,,,,,,,,,,,,,,,,
s,p,e,k,t,a,ː,k,u,ː,l,e,ə,,,,,,,,,,,,,,
a,d,ə,,,,,,,,,,,,,,,,,,,,,,,,
ʃ,i,k,,,,,,,,,,,,,,,,,,,,,,,,
o,y,f,o,ː,r,i,ə,,,,,,,,,,,,,,,,,,,
l,o,y,x,t,ə,n,d,ə,,,,,,,,,,,,,,,,,,
a,i,n,v,a,i,e,s,u,ŋ,k,,,,,,,,,,,,,,,,
f,e,ə,b,i,n,t,l,i,x,k,a,i,t,,,,,,,,,,,,,
ɡ,e,ː,ʃ,i,k,t,ə,n,,,,,,,,,,,,,,,,,,
s,t,i,e,m,u,ː,l,i,ː,ə,t,,,,,,,,,,,,,,,
f,e,ː,r,e,ː,r,ə,n,,,,,,,,,,,,,,,,,,
y,ː,b,e,ə,l,e,ː,b,ə,n,d,ə,,,,,,,,,,,,,,
u,n,t,e,ə,s,t,y,ː,t,͡,s,ə,n,d,ə,,,,,,,,,,,
f,e,ə,h,e,ə,r,l,i,ː,x,u,ŋ,k,,,,,,,,,,,,,
r,e,ː,p,u,ː,t,a,p,l,ə,,,,,,,,,,,,,,,,
f,r,a,i,e,t,͡,s,y,ː,ɡ,i,k,k,a,i,t,,,,,,,,,,
h,u,ː,m,o,ə,f,o,l,,,,,,,,,,,,,,,,,,
y,p,i,ː,ɡ,ə,n,,,,,,,,,,,,,,,,,,,,
k,o,n,s,i,s,t,ə,n,t,,,,,,,,,,,,,,,,,
p,l,o,k,b,u,s,t,ə,,,,,,,,,,,,,,,,,,
h,e,ə,t,e,s,t,ə,n,,,,,,,,,,,,,,,,,,
m,i,t,ɡ,e,ː,f,y,ː,l,,,,,,,,,,,,,,,,,
x,a,ː,r,i,s,m,a,ː,t,i,e,ʃ,ə,n,,,,,,,,,,,,
e,l,a,s,t,i,ʃ,,,,,,,,,,,,,,,,,,,,
p,͡,f,e,ə,d,e,s,t,a,l,,,,,,,,,,,,,,,,
a,p,l,a,s,,,,,,,,,,,,,,,,,,,,,,
u,ŋ,e,ː,f,e,ː,ə,l,i,x,,,,,,,,,,,,,,,,
e,ə,s,t,a,t,ə,n,,,,,,,,,,,,,,,,,,,
v,e,ə,m,ə,,,,,,,,,,,,,,,,,,,,,,
u,n,b,e,ː,s,e,t,͡,s,t,,,,,,,,,,,,,,,,
t,r,o,k,n,ə,n,,,,,,,,,,,,,,,,,,,,
ɡ,e,s,t,r,a,f,t,,,,,,,,,,,,,,,,,,,
u,n,ʃ,e,t,l,i,x,,,,,,,,,,,,,,,,,,,
a,n,d,o,y,h,t,ə,n,,,,,,,,,,,,,,,,,,
l,o,ː,n,ə,n,,,,,,,,,,,,,,,,,,,,,
j,u,ː,b,e,l,,,,,,,,,,,,,,,,,,,,,
f,o,l,k,o,m,ə,n,h,a,i,t,,,,,,,,,,,,,,,
ɡ,e,ʃ,l,o,s,ə,n,h,a,i,t,,,,,,,,,,,,,,,
v,i,n,,,,,,,,,,,,,,,,,,,,,,,,
t,͡,s,ə,n,s,a,t,s,i,o,ː,n,e,l,,,,,,,,,,,,
ɡ,e,ː,n,e,ː,m,i,ː,ɡ,ə,n,,,,,,,,,,,,,,,
k,r,a,n,t,,,,,,,,,,,,,,,,,,,,,,
s,y,m,p,a,t,i,ʃ,,,,,,,,,,,,,,,,,,,
i,m,ə,n,s,ə,,,,,,,,,,,,,,,,,,,,,
k,l,u,k,h,a,i,t,,,,,,,,,,,,,,,,,,,
v,i,ː,d,e,ː,r,e,ə,l,a,ŋ,u,ŋ,k,,,,,,,,,,,,
t,͡,s,ə,n,s,i,ː,b,e,l,,,,,,,,,,,,,,,,
k,r,y,s,ə,n,,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,s,e,l,i,k,,,,,,,,,,,,,,,,,,,
v,i,n,s,,,,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,v,y,ə,t,͡,s,t,,,,,,,,,,,,,,,,,
e,m,p,a,t,i,ə,,,,,,,,,,,,,,,,,,,,
i,m,ə,n,s,,,,,,,,,,,,,,,,,,,,,,
s,t,u,m,,,,,,,,,,,,,,,,,,,,,,,
f,r,o,y,n,t,l,i,x,k,a,i,t,,,,,,,,,,,,,,
s,t,͡,s,e,ː,n,i,ʃ,ə,,,,,,,,,,,,,,,,,
t,͡,s,a,ə,t,,,,,,,,,,,,,,,,,,,,,
o,r,i,ː,ɡ,i,n,e,l,,,,,,,,,,,,,,,,,,
f,e,ə,s,p,i,ː,l,t,,,,,,,,,,,,,,,,,,
l,u,k,s,u,ː,r,i,ø,s,ə,,,,,,,,,,,,,,,,
u,n,t,e,ə,h,a,l,t,s,a,m,,,,,,,,,,,,,,,
p,a,ə,d,o,n,,,,,,,,,,,,,,,,,,,,,
b,e,t,ə,,,,,,,,,,,,,,,,,,,,,,,
a,u,s,t,a,t,ə,n,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,l,i,ː,p,t,ə,,,,,,,,,,,,,,,,,,
e,d,e,l,s,t,a,i,n,,,,,,,,,,,,,,,,,,
d,u,f,t,ə,n,d,ə,n,,,,,,,,,,,,,,,,,,
ɡ,ø,t,͡,s,ə,,,,,,,,,,,,,,,,,,,,,
l,o,ː,b,ə,n,,,,,,,,,,,,,,,,,,,,,
b,e,ː,r,a,i,t,v,i,l,i,k,,,,,,,,,,,,,,,
b,o,ː,n,i,ː,,,,,,,,,,,,,,,,,,,,,
d,e,ː,m,u,t,,,,,,,,,,,,,,,,,,,,,
a,u,f,a,l,ə,n,d,ə,,,,,,,,,,,,,,,,,,
f,e,ə,t,͡,s,a,i,e,ː,u,ŋ,k,,,,,,,,,,,,,,
ʃ,e,ə,f,s,t,ə,n,,,,,,,,,,,,,,,,,,,
ə,n,t,u,ː,s,i,a,s,m,u,s,,,,,,,,,,,,,,,
v,o,ə,k,s,,,,,,,,,,,,,,,,,,,,,,
p,r,o,ː,m,o,t,ə,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,f,a,i,e,ə,t,ə,n,,,,,,,,,,,,,,,,
x,a,ː,r,i,s,m,a,ː,,,,,,,,,,,,,,,,,,
t,a,p,͡,f,ə,,,,,,,,,,,,,,,,,,,,,
b,e,ː,h,a,ə,r,l,i,x,,,,,,,,,,,,,,,,,
n,a,x,p,r,y,f,b,a,ə,,,,,,,,,,,,,,,,,
p,o,ː,l,i,ː,ə,t,,,,,,,,,,,,,,,,,,,
h,a,ː,ɡ,e,l,,,,,,,,,,,,,,,,,,,,,
o,p,t,i,e,m,i,s,t,i,ʃ,,,,,,,,,,,,,,,,
k,o,s,t,s,p,i,ː,l,i,k,,,,,,,,,,,,,,,,
b,a,ː,n,p,r,e,ː,x,ə,n,d,ə,,,,,,,,,,,,,,
f,y,ː,r,u,ŋ,s,x,i,x,t,,,,,,,,,,,,,,,,
t,͡,s,e,ː,,,,,,,,,,,,,,,,,,,,,,
t,͡,s,e,l,b,s,t,f,e,ə,t,r,a,u,ə,n,,,,,,,,,,
n,o,y,h,h,a,i,t,,,,,,,,,,,,,,,,,,,
h,ø,f,l,i,x,k,a,i,t,,,,,,,,,,,,,,,,,
f,e,ə,t,r,e,k,l,i,x,,,,,,,,,,,,,,,,,
a,u,f,r,o,y,h,m,ə,n,,,,,,,,,,,,,,,,,
v,a,i,t,r,o,y,h,m,i,k,,,,,,,,,,,,,,,,
ʃ,i,f,b,a,ː,r,ə,n,,,,,,,,,,,,,,,,,,
l,a,i,s,ə,,,,,,,,,,,,,,,,,,,,,,
k,l,y,k,l,i,ː,x,e,ə,v,a,i,s,ə,,,,,,,,,,,,
ɡ,e,ː,n,e,s,ə,n,,,,,,,,,,,,,,,,,,,
v,a,ː,ə,h,a,f,t,,,,,,,,,,,,,,,,,,,
k,o,ː,h,e,r,ə,n,t,͡,s,,,,,,,,,,,,,,,,
u,n,m,i,s,f,e,ə,s,t,e,n,t,l,i,x,,,,,,,,,,,
d,i,p,l,o,ː,m,a,ː,t,i,ʃ,,,,,,,,,,,,,,,
ɡ,e,l,t,b,u,s,ə,,,,,,,,,,,,,,,,,,,
a,u,s,ɡ,e,ː,v,o,ː,ɡ,ə,n,ə,,,,,,,,,,,,,,
v,u,n,d,e,ə,k,i,n,t,,,,,,,,,,,,,,,,,
k,l,a,i,ə,n,o,t,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,l,a,s,ə,n,h,a,i,t,,,,,,,,,,,,,,,
p,o,ə,t,s,i,o,n,,,,,,,,,,,,,,,,,,,
a,u,s,ɡ,e,ː,v,o,ː,ɡ,ə,n,,,,,,,,,,,,,,,
r,o,ː,m,a,n,t,i,k,ə,,,,,,,,,,,,,,,,,
p,r,o,ː,d,u,k,t,i,f,s,t,ə,n,,,,,,,,,,,,,
l,u,k,r,a,ː,t,i,f,ə,,,,,,,,,,,,,,,,,
f,e,ə,l,e,s,l,i,x,,,,,,,,,,,,,,,,,,
a,u,s,l,e,s,ə,,,,,,,,,,,,,,,,,,,,
e,ː,ə,l,i,x,k,a,i,t,,,,,,,,,,,,,,,,,
a,n,m,u,t,,,,,,,,,,,,,,,,,,,,,,
e,ə,v,e,ə,m,ə,n,,,,,,,,,,,,,,,,,,,
v,a,ə,m,ə,,,,,,,,,,,,,,,,,,,,,,
f,e,ə,j,y,ŋ,ə,n,,,,,,,,,,,,,,,,,,,
r,a,i,t,͡,s,f,o,l,,,,,,,,,,,,,,,,,,
i,n,t,i,m,ə,,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,ʃ,i,k,l,i,x,k,a,i,t,,,,,,,,,,,,,,
ə,n,e,ə,ɡ,e,ː,t,i,ʃ,ə,,,,,,,,,,,,,,,,
s,p,a,ə,s,a,m,k,a,i,t,,,,,,,,,,,,,,,,
p,r,o,k,r,e,s,i,f,,,,,,,,,,,,,,,,,,
i,n,s,t,r,u,ː,m,ə,n,t,a,l,,,,,,,,,,,,,,
f,i,ː,l,f,e,ə,s,p,r,e,ː,x,ə,n,t,,,,,,,,,,,
k,a,ː,p,i,ː,ə,t,,,,,,,,,,,,,,,,,,,
k,l,y,k,l,i,x,ə,,,,,,,,,,,,,,,,,,,
p,o,e,ː,t,i,ʃ,,,,,,,,,,,,,,,,,,,,
a,n,t,͡,s,i,ː,u,ŋ,k,,,,,,,,,,,,,,,,,
f,e,ə,v,u,n,d,e,ː,r,u,ŋ,k,,,,,,,,,,,,,,
b,y,n,d,i,k,,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,k,o,n,t,,,,,,,,,,,,,,,,,,,,
f,e,ə,f,a,i,ə,n,e,ː,r,u,ŋ,k,,,,,,,,,,,,,
p,r,e,k,n,a,n,t,,,,,,,,,,,,,,,,,,,
a,n,s,t,a,n,t,,,,,,,,,,,,,,,,,,,,
k,o,m,f,o,ə,t,a,ː,b,e,l,,,,,,,,,,,,,,,
a,n,s,p,r,e,ː,x,ə,n,t,,,,,,,,,,,,,,,,
l,e,ː,b,ə,n,s,f,r,o,y,d,ə,,,,,,,,,,,,,,
v,o,n,,,,,,,,,,,,,,,,,,,,,,,,
s,t,r,e,ː,k,ə,n,,,,,,,,,,,,,,,,,,,
a,u,f,ɡ,e,ː,r,y,s,t,e,t,,,,,,,,,,,,,,,
e,ː,ə,f,u,ə,x,t,,,,,,,,,,,,,,,,,,,
a,u,f,ʃ,u,p,,,,,,,,,,,,,,,,,,,,,
f,e,s,t,l,i,x,,,,,,,,,,,,,,,,,,,,
e,ə,m,u,ː,t,i,e,ɡ,ə,n,,,,,,,,,,,,,,,,
f,e,ː,r,e,d,e,ː,l,u,ŋ,k,,,,,,,,,,,,,,,
l,a,i,e,d,ə,n,ʃ,a,f,t,l,i,ː,x,ə,n,,,,,,,,,,
b,e,ː,j,a,ː,h,ə,n,,,,,,,,,,,,,,,,,,
h,e,ə,r,l,i,ː,x,ə,n,,,,,,,,,,,,,,,,,
b,e,ː,d,i,ŋ,u,ŋ,s,l,o,s,,,,,,,,,,,,,,,
e,ə,s,p,a,ə,n,i,s,ə,,,,,,,,,,,,,,,,,
f,e,ə,ʃ,u,l,d,e,ː,t,ə,n,,,,,,,,,,,,,,,
b,u,s,ɡ,e,l,t,,,,,,,,,,,,,,,,,,,,
f,o,ə,s,e,ː,h,u,ŋ,k,,,,,,,,,,,,,,,,,
a,p,v,e,k,s,l,u,ŋ,s,r,a,i,x,,,,,,,,,,,,,
ɡ,e,t,r,o,y,h,,,,,,,,,,,,,,,,,,,,
d,e,ː,l,i,ː,k,a,ː,t,e,s,ə,,,,,,,,,,,,,,
e,ə,f,r,o,y,h,l,i,x,,,,,,,,,,,,,,,,,
b,a,i,s,p,i,ː,l,h,a,f,t,ə,,,,,,,,,,,,,,
f,o,ə,t,͡,s,y,k,l,i,x,,,,,,,,,,,,,,,,
t,o,p,s,,,,,,,,,,,,,,,,,,,,,,,
i,m,p,o,ə,t,a,n,t,,,,,,,,,,,,,,,,,,
u,n,f,e,ə,v,e,k,s,e,l,b,a,ə,,,,,,,,,,,,,
j,u,ː,v,e,l,,,,,,,,,,,,,,,,,,,,,
v,i,ː,d,e,ə,s,t,a,n,d,s,f,e,ː,i,k,,,,,,,,,,
t,͡,s,i,ː,l,ɡ,e,ː,r,i,x,t,e,t,,,,,,,,,,,,
f,o,ə,t,͡,ʃ,r,i,t,l,i,x,,,,,,,,,,,,,,,
m,a,ː,ɡ,i,ʃ,,,,,,,,,,,,,,,,,,,,,
t,͡,s,a,u,h,b,e,ə,k,a,i,t,,,,,,,,,,,,,,
k,l,y,k,v,u,n,ʃ,,,,,,,,,,,,,,,,,,,
ə,n,t,u,ː,s,i,a,s,t,i,ʃ,,,,,,,,,,,,,,,
b,e,ː,t,o,y,b,t,,,,,,,,,,,,,,,,,,,
m,a,ː,l,e,ː,r,i,ʃ,,,,,,,,,,,,,,,,,,
i,d,y,l,i,ː,ʃ,ə,n,,,,,,,,,,,,,,,,,,
ʃ,l,a,u,ə,,,,,,,,,,,,,,,,,,,,,,
r,a,i,ə,n,i,ç,ə,,,,,,,,,,,,,,,,,,,
b,e,ː,s,e,s,ə,n,h,a,i,t,,,,,,,,,,,,,,,
f,r,o,y,h,d,i,k,,,,,,,,,,,,,,,,,,,
r,e,a,d,y,,,,,,,,,,,,,,,,,,,,,,
h,e,ː,r,o,i,ː,ʃ,ə,n,,,,,,,,,,,,,,,,,
f,i,l,t,e,ə,n,,,,,,,,,,,,,,,,,,,,
k,l,y,k,s,e,ː,l,i,k,k,a,i,t,,,,,,,,,,,,,
h,u,ː,m,a,n,ə,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,v,i,s,ə,n,h,a,f,t,,,,,,,,,,,,,,,
a,i,n,s,t,e,l,b,a,ə,,,,,,,,,,,,,,,,,
o,ə,t,n,u,ŋ,s,ɡ,e,ː,m,e,s,ə,,,,,,,,,,,,,
f,a,i,n,s,t,ə,n,,,,,,,,,,,,,,,,,,,
e,ə,ɡ,i,ː,b,i,k,,,,,,,,,,,,,,,,,,,
a,n,a,i,k,n,ə,n,,,,,,,,,,,,,,,,,,,
a,i,ə,n,a,t,m,ə,n,,,,,,,,,,,,,,,,,,
a,f,a,i,e,l,a,p,l,ə,,,,,,,,,,,,,,,,,
t,͡,s,e,ː,k,u,r,ə,,,,,,,,,,,,,,,,,,
p,l,o,n,t,,,,,,,,,,,,,,,,,,,,,,
f,e,ə,t,i,k,k,a,i,t,,,,,,,,,,,,,,,,,
ɡ,e,ː,f,a,ː,ə,l,o,s,,,,,,,,,,,,,,,,,
k,i,ə,x,v,a,i,h,,,,,,,,,,,,,,,,,,,
h,e,l,s,t,ə,n,,,,,,,,,,,,,,,,,,,,
k,r,o,s,t,͡,s,y,ː,ɡ,i,k,k,a,i,t,,,,,,,,,,,
a,m,y,ː,s,a,n,t,,,,,,,,,,,,,,,,,,,
f,a,i,n,h,a,i,t,,,,,,,,,,,,,,,,,,,
u,ŋ,k,o,m,p,l,i,ː,t,͡,s,i,ː,ə,t,,,,,,,,,,,
ɡ,e,ː,n,i,a,l,,,,,,,,,,,,,,,,,,,,
b,e,ː,f,e,ː,i,ː,ɡ,ə,n,,,,,,,,,,,,,,,,
t,͡,s,e,k,s,y,,,,,,,,,,,,,,,,,,,,
p,e,a,k,ə,,,,,,,,,,,,,,,,,,,,,,
a,k,r,i,ː,b,i,ʃ,,,,,,,,,,,,,,,,,,,
f,r,o,m,,,,,,,,,,,,,,,,,,,,,,,
h,a,i,t,ə,,,,,,,,,,,,,,,,,,,,,,
e,ə,t,r,e,k,l,i,x,,,,,,,,,,,,,,,,,,
s,t,e,ː,t,i,k,k,a,i,t,,,,,,,,,,,,,,,,
k,l,e,t,ə,n,,,,,,,,,,,,,,,,,,,,,
a,u,f,r,i,x,t,i,k,,,,,,,,,,,,,,,,,,
t,r,i,u,m,f,t,͡,s,u,k,,,,,,,,,,,,,,,,
a,d,a,p,t,i,f,ə,,,,,,,,,,,,,,,,,,,
b,e,k,v,e,m,l,i,x,k,a,i,t,,,,,,,,,,,,,,
a,n,s,t,e,n,d,i,k,,,,,,,,,,,,,,,,,,
a,u,f,ʃ,l,u,s,r,a,i,x,,,,,,,,,,,,,,,,
m,o,ə,ɡ,ə,n,d,e,m,e,ː,r,u,ŋ,k,,,,,,,,,,,,
k,o,ː,p,e,ː,r,a,ː,t,i,f,,,,,,,,,,,,,,,
b,e,k,r,e,f,t,i,e,ɡ,ə,n,,,,,,,,,,,,,,,
e,k,s,t,a,s,ə,,,,,,,,,,,,,,,,,,,,
p,r,a,f,,,,,,,,,,,,,,,,,,,,,,,
p,i,l,ə,n,,,,,,,,,,,,,,,,,,,,,,
t,͡,s,e,k,n,u,ŋ,k,,,,,,,,,,,,,,,,,,
ə,n,t,u,ː,s,i,a,s,t,ə,n,,,,,,,,,,,,,,,
t,͡,s,o,y,h,b,e,ə,n,,,,,,,,,,,,,,,,,
f,o,ə,t,͡,s,i,ː,ə,n,,,,,,,,,,,,,,,,,
n,a,x,d,ə,n,k,l,i,x,,,,,,,,,,,,,,,,,
e,ə,k,r,a,i,e,f,ə,n,t,,,,,,,,,,,,,,,,
e,d,e,l,,,,,,,,,,,,,,,,,,,,,,,
ɡ,o,l,t,m,y,n,t,͡,s,ə,,,,,,,,,,,,,,,,
d,o,y,t,l,i,x,k,a,i,t,,,,,,,,,,,,,,,,
n,a,x,ɡ,e,ː,b,ə,n,,,,,,,,,,,,,,,,,,
n,u,t,͡,s,n,i,ː,s,ə,,,,,,,,,,,,,,,,,
t,͡,s,u,ː,f,e,ə,s,i,x,t,,,,,,,,,,,,,,,
a,i,n,v,a,n,d,f,r,a,i,ə,,,,,,,,,,,,,,,
v,o,ː,l,v,o,l,ə,n,d,ə,,,,,,,,,,,,,,,,
e,ə,s,t,a,t,u,ŋ,k,,,,,,,,,,,,,,,,,,
t,r,ø,s,t,ə,n,,,,,,,,,,,,,,,,,,,,
a,u,f,ɡ,e,ː,r,e,ɡ,t,,,,,,,,,,,,,,,,,
k,o,s,t,b,a,ə,,,,,,,,,,,,,,,,,,,,
e,k,s,t,a,s,y,,,,,,,,,,,,,,,,,,,,
ɡ,ø,t,l,i,x,,,,,,,,,,,,,,,,,,,,,
k,n,e,d,i,k,,,,,,,,,,,,,,,,,,,,,
b,e,ː,r,i,x,t,i,e,ɡ,ə,n,,,,,,,,,,,,,,,
ɡ,u,s,t,o,ː,,,,,,,,,,,,,,,,,,,,,
a,i,n,l,o,y,x,t,ə,n,t,,,,,,,,,,,,,,,,
l,e,a,t,,,,,,,,,,,,,,,,,,,,,,,
e,ə,r,u,ŋ,ə,n,ʃ,a,f,t,,,,,,,,,,,,,,,,
s,t,i,e,m,u,ː,l,i,ː,r,ə,n,,,,,,,,,,,,,,
v,i,n,t,e,ə,h,a,ə,t,,,,,,,,,,,,,,,,,
t,͡,s,y,s,ə,,,,,,,,,,,,,,,,,,,,,
h,e,ə,r,l,i,x,ə,,,,,,,,,,,,,,,,,,,
b,e,ː,s,e,n,f,t,i,e,ɡ,ə,n,,,,,,,,,,,,,,
s,t,a,n,t,a,f,t,,,,,,,,,,,,,,,,,,,
ɡ,a,i,l,,,,,,,,,,,,,,,,,,,,,,,
f,a,n,f,a,r,ə,,,,,,,,,,,,,,,,,,,,
l,y,r,i,ʃ,,,,,,,,,,,,,,,,,,,,,,
ə,n,o,u,ɡ,h,,,,,,,,,,,,,,,,,,,,,
p,o,ː,p,u,ː,l,a,ə,,,,,,,,,,,,,,,,,,
k,l,o,y,h,b,i,ç,ə,,,,,,,,,,,,,,,,,,
r,a,p,o,ə,t,,,,,,,,,,,,,,,,,,,,,
y,ː,b,e,ə,r,a,ː,ɡ,ə,n,t,,,,,,,,,,,,,,,
p,r,o,s,p,e,ː,r,i,ː,t,e,t,,,,,,,,,,,,,,
k,o,m,p,l,e,ː,m,ə,n,t,e,r,ə,,,,,,,,,,,,,
t,͡,s,a,ː,l,u,t,,,,,,,,,,,,,,,,,,,
p,r,o,k,r,e,s,,,,,,,,,,,,,,,,,,,,
f,i,n,ə,,,,,,,,,,,,,,,,,,,,,,,
k,l,y,ː,h,ə,n,d,ə,,,,,,,,,,,,,,,,,,
ɡ,e,ː,d,u,l,d,i,k,,,,,,,,,,,,,,,,,,
f,r,a,k,l,o,s,,,,,,,,,,,,,,,,,,,,
t,a,ː,p,͡,f,e,ː,r,ə,n,,,,,,,,,,,,,,,,
t,͡,s,u,k,k,e,s,,,,,,,,,,,,,,,,,,,
h,o,t,,,,,,,,,,,,,,,,,,,,,,,,
i,l,u,s,t,r,ə,,,,,,,,,,,,,,,,,,,,
e,ə,ʃ,v,i,ŋ,k,l,i,x,,,,,,,,,,,,,,,,,
b,e,ː,h,a,ə,r,l,i,x,k,a,i,t,,,,,,,,,,,,,
k,i,n,d,e,ə,s,p,i,ː,l,,,,,,,,,,,,,,,,
b,e,ː,v,a,n,d,e,ə,t,,,,,,,,,,,,,,,,,
i,n,t,u,i,ː,t,i,f,ə,,,,,,,,,,,,,,,,,
a,n,r,a,i,e,x,e,ə,n,,,,,,,,,,,,,,,,,
m,a,i,s,t,e,ə,s,t,y,k,,,,,,,,,,,,,,,,
ɡ,e,ː,ɡ,ə,n,m,i,t,e,l,,,,,,,,,,,,,,,,
r,e,s,p,e,k,t,f,o,l,,,,,,,,,,,,,,,,,
p,r,o,ː,m,o,t,o,ə,,,,,,,,,,,,,,,,,,
o,p,s,e,s,i,o,n,,,,,,,,,,,,,,,,,,,
p,a,t,r,i,o,ː,t,i,ʃ,,,,,,,,,,,,,,,,,
f,r,a,i,e,s,e,ː,t,͡,s,ə,n,,,,,,,,,,,,,,
p,u,ː,t,͡,s,ə,n,,,,,,,,,,,,,,,,,,,
t,͡,s,u,ː,f,e,ə,s,i,x,t,l,i,x,,,,,,,,,,,,
p,r,e,ː,m,i,ə,,,,,,,,,,,,,,,,,,,,
k,o,n,s,i,s,t,ə,n,t,ə,,,,,,,,,,,,,,,,
v,a,k,s,a,m,k,a,i,t,,,,,,,,,,,,,,,,,
p,r,a,x,t,f,o,l,,,,,,,,,,,,,,,,,,,
f,e,ə,s,i,ː,ə,t,ə,,,,,,,,,,,,,,,,,,
l,a,ŋ,k,l,e,ː,b,i,k,,,,,,,,,,,,,,,,,
f,o,ə,d,e,ə,s,t,ə,,,,,,,,,,,,,,,,,,
u,ŋ,e,ː,h,o,y,ə,,,,,,,,,,,,,,,,,,,
b,e,ː,r,e,t,s,a,m,k,a,i,t,,,,,,,,,,,,,,
u,n,b,e,s,t,r,a,i,t,b,a,ə,,,,,,,,,,,,,,
s,t,a,u,h,n,ə,n,,,,,,,,,,,,,,,,,,,
a,u,f,r,i,ː,ʃ,u,ŋ,k,,,,,,,,,,,,,,,,,
l,u,k,s,u,ː,r,i,ø,s,,,,,,,,,,,,,,,,,
k,l,e,a,ə,,,,,,,,,,,,,,,,,,,,,,
k,r,a,ː,t,͡,s,i,ə,,,,,,,,,,,,,,,,,,
n,a,x,f,o,l,ɡ,ə,n,,,,,,,,,,,,,,,,,,
h,a,p,y,,,,,,,,,,,,,,,,,,,,,,,
ɡ,e,ː,n,e,ː,m,,,,,,,,,,,,,,,,,,,,
o,r,i,ː,n,t,i,ə,r,u,ŋ,s,h,i,l,f,ə,,,,,,,,,,
k,r,e,a,ː,t,e,s,t,,,,,,,,,,,,,,,,,,
a,i,n,f,y,ː,l,u,ŋ,s,f,e,ə,m,ø,ː,ɡ,ə,n,,,,,,,,
m,a,i,s,t,e,ə,h,a,f,t,,,,,,,,,,,,,,,,
l,o,ː,n,ə,n,t,,,,,,,,,,,,,,,,,,,,
k,o,m,p,l,e,ː,m,ə,n,t,e,ə,,,,,,,,,,,,,,
a,u,f,r,i,x,t,i,k,k,a,i,t,,,,,,,,,,,,,,
f,e,ə,t,i,l,ə,,,,,,,,,,,,,,,,,,,,
f,r,o,y,n,t,l,i,ː,x,e,ə,v,a,i,s,ə,,,,,,,,,,
p,r,i,l,a,n,t,͡,s,,,,,,,,,,,,,,,,,,
i,n,t,e,l,i,ː,ɡ,ə,n,k,ə,,,,,,,,,,,,,,,
h,e,ə,r,l,i,x,,,,,,,,,,,,,,,,,,,,
x,i,k,,,,,,,,,,,,,,,,,,,,,,,,
